37.730774,-122.3857,Bayview-Hunters Point
37.767723,-122.4102,Abandonded Hostess Cake factory
37.722878,-122.48995,Harding Park Golf Course
37.721146,-122.441414,Balboa High School
37.740643,-122.37678,The PoundSF
37.73775,-122.37718,Former P.G.&amp;.E. Hunters Point Power Plant
37.790474,-122.392105,Charles Schwab
37.791233,-122.397156,Barclay&amp;039;s Bank (BGI)
37.78574,-122.425575,Cathedral Hill Plaza Apartments
37.778374,-122.48934,Outer Richmond
37.791843,-122.39933,One Front St.
37.782658,-122.44295,?farmer?s Market?
37.745876,-122.375824,Pier 94 Wetlands
37.777565,-122.41557,State Fund
37.781994,-122.480064,Three Bees Nursery
37.78,-122.480255,Chase Bank
37.78,-122.48009,New World Market
37.772076,-122.43699,Jimmy Page
37.77702,-122.437904,Eddie&amp;039;s Cafe
37.758568,-122.46236,Mount Sutro Terrace Apartments
37.757587,-122.46331,Unofficial dog park
37.766453,-122.463104,"Official off-leash dog area, Golden Gate Park"
37.749725,-122.49214,Outer Sunset
37.786774,-122.4225,Daniel Burnham Court
37.786777,-122.42414,The Sutterfield
37.77968,-122.4874,Cala Foods (closed)
37.7642,-122.38673,The Ramp
37.76543,-122.38652,Mission Rock Cafe
37.762882,-122.43434,The Cafe
37.761673,-122.43536,The Bar on Castro (&amp;quot;The B.O.C.&amp;quot;)
37.780544,-122.43489,Western Addition
37.760757,-122.4347,Bank of America
37.76173,-122.43462,Parking
37.76077,-122.43452,Pesto Night
37.7751,-122.437965,Beanbag Cafe
37.778416,-122.5162,Seal Rocks
37.735245,-122.474594,San Francisco Scottish Rite Masonic Center
37.750404,-122.49661,A. P. Giannini Middle School
37.770195,-122.495605,San Francisco Model Yacht Club
37.77986,-122.483116,Tommy's Mexican restaurant
37.76096,-122.436935,Firewood Cafe
37.78755,-122.40977,Ruby Skye Nightclub
37.786762,-122.40848,Villa Florence Hotel
37.762096,-122.43539,Rossi&amp;039;s Delicatessen
37.76204,-122.435425,Cove Cafe
37.761986,-122.43543,Thailand Restaurant
37.761925,-122.43543,440 Castro (formerly &amp;quot;Daddy&amp;039;s&amp;quot;) (bar)
37.76187,-122.43542,Citibank
37.76179,-122.435425,Body Clothing
37.742207,-122.489784,Gene&amp;039;s Liquor
37.783066,-122.40405,Moscone West
37.78335,-122.4051,Fifth and Mission Parking Garage
37.79154,-122.389984,Cupid&amp;039;s Span
37.790756,-122.39511,bar ni joey cra ulo
37.742195,-122.391495,Southeast Water Pollution Control Plant
37.742256,-122.38812,Third Street &amp; Evans Street Muni Station
37.7399,-122.3889,Third Street &amp; Hudson Avenue Muni Station
37.73756,-122.38973,Third Street &amp; Kirkwood Avenue Muni Station
37.734417,-122.39083,Third Street &amp; Palou Avenue Muni Station
37.731995,-122.391685,Third Street &amp; Thomas Avenue Muni Station
37.72925,-122.39264,Third Street &amp; Van Dyke Avenue Muni Station
37.725502,-122.39423,Third Street &amp; Carroll Avenue Muni Station
37.722374,-122.39567,Third Street &amp; Gilman Avenue Muni Station
37.718502,-122.3978,Third Street &amp; Leconte Avenue Muni Station
37.712337,-122.40201,Bayshore Boulevard &amp; Arleta Avenue Muni Station
37.70925,-122.40492,Bayshore Boulevard &amp; Sunnydale Avenue Muni Station
37.71512,-122.39303,Bayview Park
37.71722,-122.388084,Gilman Park
37.725918,-122.393295,Bayview Playground
37.729687,-122.37644,Milton Myer Recreation Center
37.73475,-122.375725,India Basin Shoreline Park
37.730865,-122.38395,Adam Rogers Park
37.73292,-122.38349,Hilltop Park
37.73879,-122.38447,Youngblood Coleman Playground
37.732876,-122.40317,Silver Terrace Playground
37.73816,-122.38064,Speakeasy Brewery
37.739403,-122.37122,Lash Lighter Basin
37.73148,-122.37556,Hunters Point Springs-Albion Brewery
37.740593,-122.381035,U.S. Post Office
37.746655,-122.386894,El Zarape Room-Mexican Restaurant &amp; Bar
37.739265,-122.38951,Taco Bell / Kfc
37.787968,-122.47107,Mountain Lake
37.780865,-122.48964,Presidio Middle School
37.7805,-122.446495,Raoul Wallenberg Traditional High School
37.737865,-122.50783,First ever Huey Lewis video filmed here
37.73595,-122.50285,Irish Cultural Center
37.773266,-122.51059,Playland (site)
37.784836,-122.48454,Rochambeau Playground
