36.022537,-121.55308,"Lucia, California"
36.0098,-121.51841,Limekiln Campground
36.167786,-121.66798,Julia Pfeiffer Burns State Park
36.147263,-120.3565,"Coalinga, California"
36.06736,-119.03152,"Porterville, California"
36.082157,-119.05,Monache High School
36.07956,-119.03437,Church
36.073475,-119.009285,Church
36.07188,-119.02383,Bartlett Jr. High School
36.067528,-119.00292,Murray Park
36.0482,-119.012566,Porterville College
36.046482,-119.01575,Jameson Stadium
36.045002,-119.0218,Wal Mart Distribution Center
36.07865,-119.05135,Veteran's Park
36.0761,-119.04811,Water Treatment Facilty
36.305347,-121.89991,Point Sur State Historic Park
36.542625,-121.91973,Mission San Carlos Borromeo del Río Carmelo
36.47822,-121.25934,Michaud Vineyard
36.063393,-119.02826,Porterville High School
36.06784,-118.98012,Granite Hills High School
36.08338,-119.04537,Wal-Mart
36.07811,-119.04721,Target
36.5515,-121.921364,Sunset Center
36.54761,-119.79132,Quik Stop
36.538864,-119.83893,Caruthers High School
36.537334,-119.836296,Caruthers Fairgrounds
36.550255,-121.54301,Salinas Area Modelers Flying Field
35.94706,-120.8504,San Ardo Oil Field
35.723335,-120.296974,Jack Ranch Cafe
35.723633,-120.29675,James Dean Memorial
36.539864,-119.83722,Caruthers
35.88495,-119.27094,Earlimart
35.968884,-119.29181,Pixley
36.060966,-119.31175,Tipton
36.539345,-119.57784,Sun-Maid Growers of California Campus
36.315746,-119.39085,Visalia Municipal Airport (VIS/KVIS)
36.322483,-119.352036,Central Valley Christian High School
36.472054,-121.37639,Correctional Training Facility
36.207874,-119.34584,Cakes by Diane
36.227913,-119.334946,Preferred Outlets At Tulare
36.45261,-119.48223,Traver
36.190323,-119.82505,Stratford
35.964424,-120.014915,Chemical Waste Management Kettleman Hills Facility
36.115864,-119.88753,Westlake Farms
35.675175,-120.34633,Public Rest Area
36.233696,-121.48616,Arroyo Seco Campground
36.060013,-119.550865,"California State Prison, Corcoran"
35.97029,-120.12153,Avenal State Prison
36.01228,-120.14017,Reef-Sunset Middle School
36.071213,-119.06926,Jim Maples Academy &amp; Burton Elementary School District Office
36.072285,-119.06925,Burton Elementary School
36.08664,-119.07413,William R. Buckley Elementary School
36.083057,-119.05964,Oak Grove Elementary School
36.01027,-120.12814,Avenal High School
36.554176,-121.90932,Carmel High School
36.08573,-119.0764,Burton Middle School
36.35711,-121.90491,Hurricane Point
36.331062,-119.94838,F/A 18 Super Hornets
36.125114,-121.63917,Esalen Institute
36.009075,-119.9629,"Kettleman City, California"
36.54025,-119.29431,"Luxor Ave, Orosi CA 93647"
36.221977,-121.49845,Arroyo Seco River Gorge
35.76152,-118.42829,"Kernville, California"
36.157818,-121.67213,McWay Falls
36.549187,-119.283676,Palm Elementary School
36.54836,-119.28928,Orosi High School
36.52532,-119.28547,Cutler Elementary School
36.558697,-121.9667,East Pinnacles underwater dive site
36.098625,-119.557335,"Corcoran, CA, Amtrak Station"
35.73471,-120.284454,James Dean Memorial Junction
36.450832,-118.595184,Mineral King
36.418945,-118.558754,Franklin Lake
36.06262,-119.063126,Summit Charter Academy
36.15525,-119.32766,Tulare Mefford Field (TLR/KTLR)
36.129074,-119.31764,International Agri-Center
36.4514,-121.92704,Whaler's Knoll (summit)
36.46172,-118.45687,Morraine Lake
35.710766,-118.46391,"Wofford Heights, California"
35.642536,-118.46949,Isabella Dam (Auxillary dam)
35.64573,-118.48243,Isabella Dam (main dam)
35.86459,-119.39205,Colonel Allensworth State Historic Park
36.159954,-121.66877,McWay Creek Trailhead
36.16002,-121.67315,Waterfall Terrace
36.17466,-121.697815,Scuba Diving Access
36.54479,-121.93144,Della Walker residence (1951) by Frank Lloyd Wright
36.326004,-119.32689,"Visalia, California"
36.233826,-121.54998,Tassajara Zen Mountain Center
35.685627,-121.169235,Neptune Pool
36.54078,-121.9231,Mission Ranch Hotel and Restaurant
35.753685,-120.69576,"San Miguel, California"
36.554,-121.92326,Cypress  Inn
36.33005,-119.949715,VFA-22 Fighting Redcocks
36.08957,-120.1149,Coalinga-Avenal Rest Stop
36.10773,-119.3239,Phillip S. Raine Rest Stop
36.49234,-119.52134,C.H. Warlow Rest Stop
36.263496,-119.90859,NAS Lemoore Veterinary Treatment Facility
36.30794,-119.34731,El Diamante High School
36.318375,-119.30874,Divisadero Middle School
36.007484,-120.12401,US Post Office
36.345806,-119.25428,Golden West High School
35.734295,-120.2857,James Dean's fatal car accident (actual site)
36.015453,-121.25018,Mission San Antonio de Padua
36.44646,-119.31972,Sequoia Field
36.503487,-121.20467,Balconies
36.48578,-121.19905,High Peaks
36.32863,-119.30409,Redwood High School
35.68487,-121.16864,Casa del Mar
35.765285,-119.24059,"Delano, California"
35.67284,-120.62827,Paso Robles Municipal Airport (PRB/KPRB)
36.54343,-119.290245,Orosi
36.436558,-118.908295,Three Rivers
36.238213,-121.81733,Stone Gate
36.221947,-121.75948,Nepenthe Restaurant
36.2359,-121.768845,Shell
36.49892,-121.92513,Mount Devon
36.49052,-121.14844,Pinnacles Campground
35.66323,-121.198364,Hearst Castle Airport
36.543766,-119.33465,Sultana Elementary
36.550766,-119.35315,&amp;quot;D hill&amp;quot; stands for Dinuba
36.33232,-119.30387,Recreation Park
35.99988,-118.5354,Camp Whitsett
36.253555,-120.23739,Harris Ranch Restaurant
36.2537,-120.235054,The Inn at Harris Ranch
36.227306,-121.49419,Arroyo Seco Swim Hole 1
36.236713,-119.765434,Tachi Palace Hotel &amp; Casino
36.559315,-121.94893,Ghost Tree
36.562256,-121.944855,the Boneyard
36.56151,-121.95304,Pescadero Point
36.5128,-121.9442,Weston Beach (fi)
35.843575,-120.966736,Lake San Antonio
36.35134,-119.41968,"Goshen, California"
